2024-07-24 11:26:04,685 INFO    StreamThr :631868 [internal.py:wandb_internal():86] W&B internal server running at pid: 631868, started at: 2024-07-24 11:26:04.685548
2024-07-24 11:26:04,686 DEBUG   HandlerThread:631868 [handler.py:handle_request():146] handle_request: status
2024-07-24 11:26:04,760 INFO    WriterThread:631868 [datastore.py:open_for_write():87] open: /media/SSD_1_2T/xt/MindBridge/src/wandb/run-20240724_112604-unkt70du/run-unkt70du.wandb
2024-07-24 11:26:04,760 DEBUG   SenderThread:631868 [sender.py:send():379] send: header
2024-07-24 11:26:04,762 DEBUG   SenderThread:631868 [sender.py:send():379] send: run
2024-07-24 11:26:05,680 INFO    SenderThread:631868 [dir_watcher.py:__init__():211] watching files in: /media/SSD_1_2T/xt/MindBridge/src/wandb/run-20240724_112604-unkt70du/files
2024-07-24 11:26:05,680 INFO    SenderThread:631868 [sender.py:_start_run_threads():1124] run started: unkt70du with start time 1721791564.685424
2024-07-24 11:26:05,684 DEBUG   HandlerThread:631868 [handler.py:handle_request():146] handle_request: check_version
2024-07-24 11:26:05,684 DEBUG   SenderThread:631868 [sender.py:send_request():406] send_request: check_version
2024-07-24 11:26:05,922 DEBUG   HandlerThread:631868 [handler.py:handle_request():146] handle_request: run_start
2024-07-24 11:26:05,926 DEBUG   HandlerThread:631868 [system_info.py:__init__():26] System info init
2024-07-24 11:26:05,926 DEBUG   HandlerThread:631868 [system_info.py:__init__():41] System info init done
2024-07-24 11:26:05,926 INFO    HandlerThread:631868 [system_monitor.py:start():194] Starting system monitor
2024-07-24 11:26:05,927 INFO    SystemMonitor:631868 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-24 11:26:05,927 INFO    HandlerThread:631868 [system_monitor.py:probe():214] Collecting system info
2024-07-24 11:26:05,927 INFO    SystemMonitor:631868 [interfaces.py:start():190] Started cpu monitoring
2024-07-24 11:26:05,927 INFO    SystemMonitor:631868 [interfaces.py:start():190] Started disk monitoring
2024-07-24 11:26:05,928 INFO    SystemMonitor:631868 [interfaces.py:start():190] Started gpu monitoring
2024-07-24 11:26:05,928 INFO    SystemMonitor:631868 [interfaces.py:start():190] Started memory monitoring
2024-07-24 11:26:05,928 INFO    SystemMonitor:631868 [interfaces.py:start():190] Started network monitoring
2024-07-24 11:26:05,944 DEBUG   HandlerThread:631868 [system_info.py:probe():150] Probing system
2024-07-24 11:26:05,945 DEBUG   HandlerThread:631868 [system_info.py:_probe_git():135] Probing git
2024-07-24 11:26:05,947 DEBUG   HandlerThread:631868 [system_info.py:_probe_git():143] Probing git done
2024-07-24 11:26:05,947 DEBUG   HandlerThread:631868 [system_info.py:probe():198] Probing system done
