2024-08-29 19:50:21,456 INFO    StreamThr :378358 [internal.py:wandb_internal():86] W&B internal server running at pid: 378358, started at: 2024-08-29 19:50:21.455784
2024-08-29 19:50:21,456 DEBUG   HandlerThread:378358 [handler.py:handle_request():146] handle_request: status
2024-08-29 19:50:21,458 INFO    WriterThread:378358 [datastore.py:open_for_write():87] open: /media/SSD_1_2T/xt/MindBridge/src/wandb/run-20240829_195021-rbdr7tbt/run-rbdr7tbt.wandb
2024-08-29 19:50:21,458 DEBUG   SenderThread:378358 [sender.py:send():379] send: header
2024-08-29 19:50:21,458 DEBUG   SenderThread:378358 [sender.py:send():379] send: run
2024-08-29 19:50:22,503 INFO    SenderThread:378358 [dir_watcher.py:__init__():211] watching files in: /media/SSD_1_2T/xt/MindBridge/src/wandb/run-20240829_195021-rbdr7tbt/files
2024-08-29 19:50:22,503 INFO    SenderThread:378358 [sender.py:_start_run_threads():1124] run started: rbdr7tbt with start time 1724932221.455449
2024-08-29 19:50:22,507 DEBUG   HandlerThread:378358 [handler.py:handle_request():146] handle_request: check_version
2024-08-29 19:50:22,507 DEBUG   SenderThread:378358 [sender.py:send_request():406] send_request: check_version
2024-08-29 19:50:22,814 DEBUG   HandlerThread:378358 [handler.py:handle_request():146] handle_request: run_start
2024-08-29 19:50:22,819 DEBUG   HandlerThread:378358 [system_info.py:__init__():26] System info init
2024-08-29 19:50:22,819 DEBUG   HandlerThread:378358 [system_info.py:__init__():41] System info init done
2024-08-29 19:50:22,819 INFO    HandlerThread:378358 [system_monitor.py:start():194] Starting system monitor
2024-08-29 19:50:22,819 INFO    SystemMonitor:378358 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-29 19:50:22,819 INFO    HandlerThread:378358 [system_monitor.py:probe():214] Collecting system info
2024-08-29 19:50:22,819 INFO    SystemMonitor:378358 [interfaces.py:start():190] Started cpu monitoring
2024-08-29 19:50:22,820 INFO    SystemMonitor:378358 [interfaces.py:start():190] Started disk monitoring
2024-08-29 19:50:22,820 INFO    SystemMonitor:378358 [interfaces.py:start():190] Started gpu monitoring
2024-08-29 19:50:22,821 INFO    SystemMonitor:378358 [interfaces.py:start():190] Started memory monitoring
2024-08-29 19:50:22,821 INFO    SystemMonitor:378358 [interfaces.py:start():190] Started network monitoring
2024-08-29 19:50:22,834 DEBUG   HandlerThread:378358 [system_info.py:probe():150] Probing system
2024-08-29 19:50:22,835 DEBUG   HandlerThread:378358 [system_info.py:_probe_git():135] Probing git
2024-08-29 19:50:22,837 DEBUG   HandlerThread:378358 [system_info.py:_probe_git():143] Probing git done
2024-08-29 19:50:22,837 DEBUG   HandlerThread:378358 [system_info.py:probe():198] Probing system done
