2024-08-29 19:46:01,967 INFO    StreamThr :356228 [internal.py:wandb_internal():86] W&B internal server running at pid: 356228, started at: 2024-08-29 19:46:01.967288
2024-08-29 19:46:01,968 DEBUG   HandlerThread:356228 [handler.py:handle_request():146] handle_request: status
2024-08-29 19:46:01,969 INFO    WriterThread:356228 [datastore.py:open_for_write():87] open: /media/SSD_1_2T/xt/MindBridge/src/wandb/run-20240829_194601-9ekto4bw/run-9ekto4bw.wandb
2024-08-29 19:46:01,969 DEBUG   SenderThread:356228 [sender.py:send():379] send: header
2024-08-29 19:46:01,970 DEBUG   SenderThread:356228 [sender.py:send():379] send: run
2024-08-29 19:46:03,055 INFO    SenderThread:356228 [dir_watcher.py:__init__():211] watching files in: /media/SSD_1_2T/xt/MindBridge/src/wandb/run-20240829_194601-9ekto4bw/files
2024-08-29 19:46:03,055 INFO    SenderThread:356228 [sender.py:_start_run_threads():1124] run started: 9ekto4bw with start time 1724931961.96705
2024-08-29 19:46:03,059 DEBUG   HandlerThread:356228 [handler.py:handle_request():146] handle_request: check_version
2024-08-29 19:46:03,059 DEBUG   SenderThread:356228 [sender.py:send_request():406] send_request: check_version
2024-08-29 19:46:03,298 DEBUG   HandlerThread:356228 [handler.py:handle_request():146] handle_request: run_start
2024-08-29 19:46:03,302 DEBUG   HandlerThread:356228 [system_info.py:__init__():26] System info init
2024-08-29 19:46:03,302 DEBUG   HandlerThread:356228 [system_info.py:__init__():41] System info init done
2024-08-29 19:46:03,302 INFO    HandlerThread:356228 [system_monitor.py:start():194] Starting system monitor
2024-08-29 19:46:03,302 INFO    SystemMonitor:356228 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-29 19:46:03,302 INFO    HandlerThread:356228 [system_monitor.py:probe():214] Collecting system info
2024-08-29 19:46:03,303 INFO    SystemMonitor:356228 [interfaces.py:start():190] Started cpu monitoring
2024-08-29 19:46:03,303 INFO    SystemMonitor:356228 [interfaces.py:start():190] Started disk monitoring
2024-08-29 19:46:03,304 INFO    SystemMonitor:356228 [interfaces.py:start():190] Started gpu monitoring
2024-08-29 19:46:03,304 INFO    SystemMonitor:356228 [interfaces.py:start():190] Started memory monitoring
2024-08-29 19:46:03,304 INFO    SystemMonitor:356228 [interfaces.py:start():190] Started network monitoring
2024-08-29 19:46:03,318 DEBUG   HandlerThread:356228 [system_info.py:probe():150] Probing system
2024-08-29 19:46:03,319 DEBUG   HandlerThread:356228 [system_info.py:_probe_git():135] Probing git
2024-08-29 19:46:03,321 DEBUG   HandlerThread:356228 [system_info.py:_probe_git():143] Probing git done
2024-08-29 19:46:03,321 DEBUG   HandlerThread:356228 [system_info.py:probe():198] Probing system done
