2024-07-22 18:22:34,172 INFO    StreamThr :3786339 [internal.py:wandb_internal():86] W&B internal server running at pid: 3786339, started at: 2024-07-22 18:22:34.172029
2024-07-22 18:22:34,173 DEBUG   HandlerThread:3786339 [handler.py:handle_request():146] handle_request: status
2024-07-22 18:22:34,173 INFO    WriterThread:3786339 [datastore.py:open_for_write():87] open: /media/SSD_1_2T/xt/MindBridge/src/wandb/run-20240722_182234-dncwktso/run-dncwktso.wandb
2024-07-22 18:22:34,174 DEBUG   SenderThread:3786339 [sender.py:send():379] send: header
2024-07-22 18:22:34,245 DEBUG   SenderThread:3786339 [sender.py:send():379] send: run
2024-07-22 18:22:35,153 INFO    SenderThread:3786339 [dir_watcher.py:__init__():211] watching files in: /media/SSD_1_2T/xt/MindBridge/src/wandb/run-20240722_182234-dncwktso/files
2024-07-22 18:22:35,153 INFO    SenderThread:3786339 [sender.py:_start_run_threads():1124] run started: dncwktso with start time 1721643754.17189
2024-07-22 18:22:35,157 DEBUG   HandlerThread:3786339 [handler.py:handle_request():146] handle_request: check_version
2024-07-22 18:22:35,157 DEBUG   SenderThread:3786339 [sender.py:send_request():406] send_request: check_version
2024-07-22 18:22:35,398 DEBUG   HandlerThread:3786339 [handler.py:handle_request():146] handle_request: run_start
2024-07-22 18:22:35,402 DEBUG   HandlerThread:3786339 [system_info.py:__init__():26] System info init
2024-07-22 18:22:35,402 DEBUG   HandlerThread:3786339 [system_info.py:__init__():41] System info init done
2024-07-22 18:22:35,402 INFO    HandlerThread:3786339 [system_monitor.py:start():194] Starting system monitor
2024-07-22 18:22:35,402 INFO    SystemMonitor:3786339 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-22 18:22:35,402 INFO    HandlerThread:3786339 [system_monitor.py:probe():214] Collecting system info
2024-07-22 18:22:35,402 INFO    SystemMonitor:3786339 [interfaces.py:start():190] Started cpu monitoring
2024-07-22 18:22:35,403 INFO    SystemMonitor:3786339 [interfaces.py:start():190] Started disk monitoring
2024-07-22 18:22:35,403 INFO    SystemMonitor:3786339 [interfaces.py:start():190] Started gpu monitoring
2024-07-22 18:22:35,403 INFO    SystemMonitor:3786339 [interfaces.py:start():190] Started memory monitoring
2024-07-22 18:22:35,404 INFO    SystemMonitor:3786339 [interfaces.py:start():190] Started network monitoring
2024-07-22 18:22:35,417 DEBUG   HandlerThread:3786339 [system_info.py:probe():150] Probing system
2024-07-22 18:22:35,418 DEBUG   HandlerThread:3786339 [system_info.py:_probe_git():135] Probing git
2024-07-22 18:22:35,420 DEBUG   HandlerThread:3786339 [system_info.py:_probe_git():143] Probing git done
2024-07-22 18:22:35,420 DEBUG   HandlerThread:3786339 [system_info.py:probe():198] Probing system done
2024-07-22 18:22:35,420 DEBUG   HandlerThread:3786339 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-112-generic-x86_64-with-glibc2.35', 'python': '3.10.14', 'heartbeatAt': '2024-07-22T10:22:35.417763', 'startedAt': '2024-07-22T10:22:34.170298', 'docker': None, 'cuda': None, 'args': ('--wandb_project', 'MindBrige_image_only_mixco_loss', '--trainer_select', 'trainer_fmri_img', '--model_name', 'MindBrige_image_only_mixco_loss', '--clip_variant', 'ViT-B/32', '--subj_list', '1', '2', '5', '7', '--num_epochs', '150', '--batch_size', '100', '--val_batch_size', '50', '--h_size', '2048', '--n_blocks', '4', '--pool_type', 'max', '--pool_num', '8192', '--clip_mult', '1', '--mse_mult', '1e5', '--mae_mult', '1e3', '--cos_mult', '10', '--rec_mult', '1', '--cyc_mult', '1', '--eval_interval', '1', '--ckpt_interval', '1', '--max_lr', '1.5e-3', '--num_workers', '2', '--nce_mult', '1', '--mixup_pct', '0.2'), 'state': 'running', 'program': '/media/SSD_1_2T/xt/MindBridge/src/main.py', 'codePathLocal': 'main.py', 'codePath': 'src/main.py', 'git': {'remote': 'https://github.com/littlepure2333/MindBridge.git', 'commit': 'caed23be881e8c298f8a81aa933213ba68258519'}, 'email': '1508957301@qq.com', 'root': '/media/SSD_1_2T/xt/MindBridge', 'host': 'fmri-System-Product-Name', 'username': 'fmri', 'executable': '/home/fmri/miniconda3/envs/xt/bin/python3.10', 'cpu_count': 24, 'cpu_count_logical': 32, 'cpu_freq': {'current': 3154.4106874999998, 'min': 800.0, 'max': 4937.5}, 'cpu_freq_per_core': [{'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 5478.035, 'min': 800.0, 'max': 5800.0}, {'current': 3000.0, 'min': 800.0, 'max': 5800.0}, {'current': 5463.107, 'min': 800.0, 'max': 5800.0}, {'current': 3000.0, 'min': 800.0, 'max': 5800.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}], 'disk': {'/': {'total': 467.8895797729492, 'used': 370.0636787414551}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}, {'name': 'NVIDIA GeForce RTX 4090 D', 'memory_total': 25757220864}], 'memory': {'total': 125.60403060913086}}
2024-07-22 18:22:35,421 INFO    HandlerThread:3786339 [system_monitor.py:probe():224] Finished collecting system info
2024-07-22 18:22:35,421 INFO    HandlerThread:3786339 [system_monitor.py:probe():227] Publishing system info
2024-07-22 18:22:35,421 DEBUG   HandlerThread:3786339 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-07-22 18:22:36,154 INFO    Thread-12 :3786339 [dir_watcher.py:_on_file_created():271] file/dir created: /media/SSD_1_2T/xt/MindBridge/src/wandb/run-20240722_182234-dncwktso/files/conda-environment.yaml
2024-07-22 18:22:36,687 DEBUG   HandlerThread:3786339 [system_info.py:_save_conda():222] Saving conda packages done
2024-07-22 18:22:36,687 INFO    HandlerThread:3786339 [system_monitor.py:probe():229] Finished publishing system info
2024-07-22 18:22:36,688 DEBUG   SenderThread:3786339 [sender.py:send():379] send: files
2024-07-22 18:22:36,688 INFO    SenderThread:3786339 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-07-22 18:22:36,750 DEBUG   HandlerThread:3786339 [handler.py:handle_request():146] handle_request: python_packages
2024-07-22 18:22:36,750 DEBUG   SenderThread:3786339 [sender.py:send_request():406] send_request: python_packages
2024-07-22 18:22:36,750 DEBUG   HandlerThread:3786339 [handler.py:handle_request():146] handle_request: stop_status
2024-07-22 18:22:36,750 DEBUG   SenderThread:3786339 [sender.py:send_request():406] send_request: stop_status
2024-07-22 18:22:36,751 DEBUG   HandlerThread:3786339 [handler.py:handle_request():146] handle_request: internal_messages
2024-07-22 18:22:37,154 INFO    Thread-12 :3786339 [dir_watcher.py:_on_file_modified():288] file/dir modified: /media/SSD_1_2T/xt/MindBridge/src/wandb/run-20240722_182234-dncwktso/files/conda-environment.yaml
2024-07-22 18:22:37,154 INFO    Thread-12 :3786339 [dir_watcher.py:_on_file_created():271] file/dir created: /media/SSD_1_2T/xt/MindBridge/src/wandb/run-20240722_182234-dncwktso/files/wandb-metadata.json
2024-07-22 18:22:37,154 INFO    Thread-12 :3786339 [dir_watcher.py:_on_file_created():271] file/dir created: /media/SSD_1_2T/xt/MindBridge/src/wandb/run-20240722_182234-dncwktso/files/requirements.txt
2024-07-22 18:22:37,342 DEBUG   SenderThread:3786339 [sender.py:send():379] send: telemetry
2024-07-22 18:22:37,342 DEBUG   SenderThread:3786339 [sender.py:send():379] send: exit
