2024-07-23 10:55:35,160 INFO    StreamThr :587741 [internal.py:wandb_internal():86] W&B internal server running at pid: 587741, started at: 2024-07-23 10:55:35.159786
2024-07-23 10:55:35,160 DEBUG   HandlerThread:587741 [handler.py:handle_request():146] handle_request: status
2024-07-23 10:55:35,161 INFO    WriterThread:587741 [datastore.py:open_for_write():87] open: /media/SSD_1_2T/xt/MindBridge/src/wandb/run-20240723_105535-ftyez5q6/run-ftyez5q6.wandb
2024-07-23 10:55:35,162 DEBUG   SenderThread:587741 [sender.py:send():379] send: header
2024-07-23 10:55:35,234 DEBUG   SenderThread:587741 [sender.py:send():379] send: run
2024-07-23 10:55:36,155 INFO    SenderThread:587741 [dir_watcher.py:__init__():211] watching files in: /media/SSD_1_2T/xt/MindBridge/src/wandb/run-20240723_105535-ftyez5q6/files
2024-07-23 10:55:36,156 INFO    SenderThread:587741 [sender.py:_start_run_threads():1124] run started: ftyez5q6 with start time 1721703335.159516
2024-07-23 10:55:36,159 DEBUG   HandlerThread:587741 [handler.py:handle_request():146] handle_request: check_version
2024-07-23 10:55:36,160 DEBUG   SenderThread:587741 [sender.py:send_request():406] send_request: check_version
2024-07-23 10:55:36,398 DEBUG   HandlerThread:587741 [handler.py:handle_request():146] handle_request: run_start
2024-07-23 10:55:36,402 DEBUG   HandlerThread:587741 [system_info.py:__init__():26] System info init
2024-07-23 10:55:36,402 DEBUG   HandlerThread:587741 [system_info.py:__init__():41] System info init done
2024-07-23 10:55:36,402 INFO    HandlerThread:587741 [system_monitor.py:start():194] Starting system monitor
2024-07-23 10:55:36,403 INFO    SystemMonitor:587741 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-23 10:55:36,403 INFO    HandlerThread:587741 [system_monitor.py:probe():214] Collecting system info
2024-07-23 10:55:36,403 INFO    SystemMonitor:587741 [interfaces.py:start():190] Started cpu monitoring
2024-07-23 10:55:36,403 INFO    SystemMonitor:587741 [interfaces.py:start():190] Started disk monitoring
2024-07-23 10:55:36,404 INFO    SystemMonitor:587741 [interfaces.py:start():190] Started gpu monitoring
2024-07-23 10:55:36,404 INFO    SystemMonitor:587741 [interfaces.py:start():190] Started memory monitoring
2024-07-23 10:55:36,404 INFO    SystemMonitor:587741 [interfaces.py:start():190] Started network monitoring
2024-07-23 10:55:36,418 DEBUG   HandlerThread:587741 [system_info.py:probe():150] Probing system
2024-07-23 10:55:36,419 DEBUG   HandlerThread:587741 [system_info.py:_probe_git():135] Probing git
2024-07-23 10:55:36,421 DEBUG   HandlerThread:587741 [system_info.py:_probe_git():143] Probing git done
2024-07-23 10:55:36,421 DEBUG   HandlerThread:587741 [system_info.py:probe():198] Probing system done
